Codigo,Fecha,Solidos Suspendidos,Sólidos Disueltos,Sólidos Sedimentables,Solidos Totales,Alcalinidad,Coliformes Totales,Coliformes Fecales,Dureza Total,Cloruros,Conductividad,DBO,DQO,Fosfatos,Ortofosfatos,GYA,Nitritos,Nitratos,Sulfatos,Turbidez,pH,OD,Temperatura,Silice
RIO118,02/14/2008 ,520,x,x,520,x,0.9,13000,x,x,831,x,x,,13000,x,x,0.8,9.29,0.23,8.3 ,8.11,27.6 ,1
RIO116,03/03/2008 ,13,54,x,72,54,2200,1100,x,x,127,0.8,8.3,,0.157,1.4 ,0.003,0.6,0.8,2.85,8.2 ,7.43,30.8 ,1
RIO111,03/03/2008 ,10.5882,426,x,494,255,2300,1300,x,x,822,0.9,11.9,,0.6,1.1 ,0.0136,1,56.9,7.89,7.8 ,6.62,29.6 ,1
RIO112,03/03/2008 ,6.5,392,x,450,257,x,x,x,x,835,x,x,,0.529,x,0.0108,0.9,54.2,5.13,8.1 ,6.54,30.5 ,1
RIO113,03/03/2008 ,17,398,x,448,262,x,x,x,x,834,x,x,,0.58,x,0.0095,0.8,57,4.35,7.7 ,6.69,29.4 ,1
RIO114,03/03/2008 ,5.6,424,x,450,246,x,x,x,x,838,x,x,,0.569,x,0.0051,0.7,58.2,5.72,8.1 ,6.78,30.2 ,1
RIO115,03/03/2008 ,10.4,404,x,474,267,400,200,x,x,848,0.9,9.5,,0.46,0.6,0.006,0.8,60.2,5.95,7.9 ,6.81,27.4 ,1
RIO102,03/03/2008 ,12,424,x,492,252,3000,700,x,x,792,0.6,9.8,,0.461,1.2 ,0.0041,0.7,60.8,8.7,8.5 ,6.33,28.3 ,1
RIO103,03/03/2008 ,10,460,x,474,260,x,x,x,x,788,x,x,,0.466,1 ,0.0072,0.7,58.9,7.86,8.5 ,6.23,27.7 ,1
RIO106,03/03/2008 ,8.5,504,x,494,253,x,x,x,x,839,x,x,,0.387,1.6 ,0.0045,0.6,66.8,5.57,8.5 ,6.32,27.3 ,1
RIO109,03/03/2008 ,17.0539,454,x,512,248,13000,0,x,x,829,2,11.7,,0.273,1 ,0.0224,1.3,75.7,8.71,8.5 ,6.3,29.4 ,1
RIO118,03/03/2008 ,14.4959,448,x,520,248,13000,2700,x,x,823,1,9.5,,0.28,0.9,0.0176,1.1,87.3,10.9,8.5 ,6.78,28.5 ,1
RIO107,03/03/2008 ,17.5095,424,x,476,250,7000,900,x,x,774,0.7,10.6,,0.318,1.1 ,0.0199,1.2,64,9.25,8.5 ,6.3,29.4 ,1
RIO111,03/18/2008 ,x,x,x,476,x,90000,2700,x,55,783,2.1,x,,0.899,x,x,0.7,59.5,9.21,7.6 ,7.15,28.9 ,1
RIO115,03/18/2008 ,x,x,x,452,x,5000,2100,x,63,780,2.6,x,,0.616,x,x,0.3,58.9,5.59,7.9 ,7.98,27.1 ,1
RIO103,03/18/2008 ,x,x,x,478,x,x,x,x,56,785,x,x,,0.506,x,x,0.2,60.9,6.23,8 ,7.91,26.4 ,1
RIO107,03/18/2008 ,x,x,x,462,x,17000,17000,x,66,798,2.6,x,,0.33,x,x,0.5,63.7,9.23,6.7 ,7.38,27.8 ,1
RIO109,03/18/2008 ,x,x,x,462,x,17000,3300,x,89,891,3.3,x,,0.47,x,x,0.8,78.2,8.69,7 ,7.04,30.1 ,1
RIO118,03/18/2008 ,x,x,x,548,x,50000,3300,x,76,882,3.4,x,,0.477,x,x,0.9,76.8,9.58,6.9 ,7.91,28.6 ,1
RIO116,04/02/2008 ,2,28,0,130,59,3000,3000,31.2,10,120,1.5,x,,0.065,0.3,x,0.7,x,5.35,7.6 ,7.01,29 ,1
RIO111,04/02/2008 ,10,364,0,512,262,11000,2600,209.6,62,798,2.8,x,,0.754,0.2,x,0.8,78,11.2,7.9 ,8.4,29.7 ,1
RIO112,04/02/2008 ,2.5,402,0,488,270,x,x,218.8,61,774,x,x,,0.617,x,x,0.8,67,8.95,7.9 ,8.27,29.1 ,1
RIO113,04/02/2008 ,8.8,410,0,496,248,x,x,211.6,57,771,x,x,,0.562,x,x,0.8,68,10.9,7.7 ,8.23,30.4 ,1
RIO114,04/02/2008 ,3,404,0,466,260,x,x,208.8,55,791,x,x,,0.561,x,x,0.8,72,10.1,7.7 ,8.23,30.4 ,1
RIO115,04/02/2008 ,5.25,404,0,482,243,13000,3400,215.6,59,781,2.7,x,,0.494,0.3,x,0.8,72,6.81,8.1 ,7.07,27.7 ,1
RIO102,04/02/2008 ,5.1111,418,0,472,262,8000,8000,204.8,47,764,1.9,x,,0.429,1 ,x,0.9,72,9.06,8.1 ,7.32,29.8 ,1
RIO107,04/02/2008 ,13,318,0,472,240,90000,17000,216,59,762,1.6,x,,0.35,0.5,x,0.8,72,21,8.1 ,7.29 ,31.2 ,1
RIO109,04/02/2008 ,11.3333,518,0,610,247,11000,11000,263.6,84,955,2.6,x,,0.319,1.2,x,0.9,117.5,15.9,8.1 ,7.09 ,29.7 ,1
RIO118,04/02/2008 ,12.6667,562,0,648,258,8000,8000,263.6,91,982,2.5,x,,0.35,0.9,x,1.1,150,23.5,7.9 ,6.96 ,29.5 ,1
RIO111,04/14/2008 ,x,x,x,512,x,30000,30000,x,68,871,2,x,,0.98,x,x,0.9,72,4.08,7.7,8.48,31.6,1
RIO115,04/14/2008 ,x,x,x,500,x,x,x,x,77,856,x,x,,0.6,x,x,0.4,68,2.92,7.6,6.57,32.8,1
RIO103,04/14/2008 ,x,x,x,504,x,x,x,x,71,799,x,x,,0.54,x,x,0.7,70,5.62,8.6,6.34,31.2,1
RIO107,04/14/2008 ,x,x,x,472,x,13000,13000,x,72,793,1,x,,0.32,x,x,0.5,65,11.2,8.5,6.86,31.6,1
RIO109,04/14/2008 ,x,x,x,628,x,3000,3000,x,105,995,1.8,x,,0.51,x,x,0.6,105,16.7,8.4,7.36,30.8,1
RIO118,04/14/2008 ,x,x,x,624,x,5000,5000,x,92,1006,x,x,,0.56,x,x,0.8,122.5,24.9,8.3,7,31.5,1
RIO111,05/02/2008 ,40.6667,246,0.4,306,145,3000,2300,99,50,346,3.9,10.8,,0.701,0.3,0.0158,0.8,16,35.2,7.31,4.25,29.6,1
RIO112,05/02/2008 ,47.3333,310,0.4,382,175,x,x,127,65,491,x,x,,0.585,x,0.0362,0.9,70,45.5,7.32,4.09,28.3,1
RIO113,05/02/2008 ,58.5,314,0.4,362,185,x,x,121,60,489,x,x,,0.656,x,0.048,0.9,67,54,7.51,4.81,31.5,1
RIO114,05/02/2008 ,102.6667,280,0.3,360,195,x,x,128,75,438,x,x,,0.353,x,0.0285,1,46,76.3,7.33,4.22,28.1,1
RIO115,05/02/2008 ,63,428,0.3,386,145,11000,5000,141,80,480,2.2,8.8,,0.368,0.3,0.0164,1.1,54.2,79,7.36,4.1,28.4,1
RIO102,05/02/2008 ,88.6667,314,0.3,414,155,24000,8000,139,70,479,2.6,9.2,,0.314,1 ,0.0423,1,61.5,86.6,7.6,5.77,27.4,1
RIO103,05/02/2008 ,117.3333,298,0.5,424,120,x,x,138,65,416,x,x,,0.374,0.6,0.0443,1.2,64.2,100,7.6,6.43,27.4,1
RIO106,05/02/2008 ,118.6667,298,0.5,394,105,x,x,135,50,438,x,x,,0.248,1.1 ,0.0397,1.3,60.9,126,7.3,6.21,27.3,1
RIO109,05/02/2008 ,142,482,0.2,604,180,50000,11000,207,75,687,5,8.7,,0.289,1.1,0.1739,2,90.5,145,7.9,5.5,29.5,1
RIO118,05/02/2008 ,104,702,0.3,852,175,x,x,263,100,971,6.4,9.3,,0.191,0.9,0.1668,2.1,282,196,7.8,4.47,30.2,1
RIO111,05/20/2008 ,x,x,x,260,x,8000,1400,x,32,368,1.1,x,,0.762,x,x,0.8,24.7,18.9,7.13,6,28.4,1
RIO115,05/20/2008 ,x,x,x,360,x,13000,2200,x,60,570,0.5,x,,0.564,x,x,1,56.8,25.8,7.53,6.5,28.5,1
RIO103,05/20/2008 ,x,x,x,400,x,x,x,x,48,617,x,x,,0.59,x,x,0.7,83.8,27.2,7.16,5.8,30,1
RIO107,05/20/2008 ,x,x,x,446,x,22000,11000,x,98,658,1.7,x,,0.523,x,x,1.4,86.4,50.7,7.8,7.1,29.5,1
RIO109,05/20/2008 ,x,x,x,636,x,17000,11000,x,92,945,1.7,x,,0.473,x,x,1.3,198.4,27.8,7.9,6.1,30.2,1
RIO116,06/04/2008 ,360,126,2,434,60,90000,11000,52,10,115,2.1,7.2,,0.295,1.4 ,0.0227,0.5,3,304,7.66,6.6,26.4,1
RIO111,06/04/2008 ,1710,200,4,1586,88,1600000,130000,148,20,257,4.8,10.6,,0.169,0.3,0.0032,0.9,31.5,1072,7.7,6.5,25.6,1
RIO112,06/04/2008 ,1470,80,4,1594,80,x,x,140,22,266,x,x,,0.17,x,0,0.9,35.8,1081,7.49,6.3,25.6,1
RIO113,06/04/2008 ,1740,96,4,1610,72,x,x,136,23,289,x,x,,0.7,x,0.0017,0.7,36.7,1066,7.3,6.5,26.3,1
RIO114,06/04/2008 ,1380,74,2.5,1680,73,x,x,128,23,260,x,x,,0.489,x,0.0125,0.5,33.6,1316,7.32,6.5,25.5,1
RIO115,06/04/2008 ,2690,76,3,1818,71,50000,35000,108,20,276,5.3,8.9,,0.401,0.3,0.0179,1.1,35.1,1047,7.71,6.5,26.5,1
RIO102,06/04/2008 ,2030,94,2.5,1748,74,240000,130000,112,20,268,5.6,9.5,,0.108,1.1,0.0061,0.5,35.7,1758,7.4,5.7,26.4,1
RIO103,06/04/2008 ,880,98,2.2,1166,95,x,x,120,25,318,x,x,,0.475,0.6,0.0181,0.7,42.5,898,7.4,5.7,27.2,1
RIO106,06/04/2008 ,1455,112,4.2,1592,82,x,x,160,33,400,x,x,,0.36,1.2,0,0.7,64,1362,7.1,5.9,26.1,1
RIO107,06/04/2008 ,1805,128,5,1652,84,30000,17000,200,36,434,5.6,10.2,,0.437,1.2 ,0.0098,1.1,64.9,1434,7.5,5.8,27.3,1
RIO109,06/04/2008 ,1925,124,4.2,1736,90.4,240000,80000,148,32,416,5.2,8.6,,0.381,1.1 ,0.0076,1.6,68.1,1590,7.7,5.5,27,1
RIO111,06/16/2008 ,x,x,x,298,x,80000,8000,x,25,296,4.3,x,,0.326,x,x,0.9,34.8,140,7.44,5.11,29.9,1
RIO115,06/16/2008 ,x,x,x,370,x,300000,14000,x,35,403,4.1,x,,0.389,x,x,0.8,45.3,128,7.8,5.29,30.2,1
RIO103,06/16/2008 ,x,x,x,462,x,x,x,x,26,374,x,x,,0.41,x,x,1.1,42.6,178,7.9,5.4,28,1
RIO107,06/16/2008 ,x,x,x,636,x,70000,30000,x,30,402,4.6,x,,0.474,x,x,0.9,43.8,348,8,6,29.1,1
RIO109,06/16/2008 ,x,x,x,758,x,130000,27000,x,38,596,4.3,x,,0.342,x,x,0.8,92.25,406,8,6.3,29.5,1
RIO111,07/01/2008 ,64,194,0,432,190,90000,50000,185,44,591,2,24.8,,0.629,0.199,0.0366,0.8,42.8,23.4,8.04,6.55,30.4,1
RIO112,07/01/2008 ,20,362,0,424,195,x,x,215,50,602,x,x,,0.644,x,0.0336,0.8,43.7,20.9,7.86,6.33,27,1
RIO113,07/01/2008 ,36,366,0,414,200,x,x,210,58,608,x,x,,0.545,x,0.0255,0.7,45,19.5,7.89,5.8,27.4,1
RIO114,07/01/2008 ,21,362,0,432,195,x,x,215,46,624,x,x,,0.591,x,0.0218,0.8,42.8,20.2,7.99,6.86,27.3,1
RIO115,07/01/2008 ,14,376,0,446,210,17000,17000,230,53,631,1,19.8,,0.591,0.3,0.0299,0.8,47.4,19.2,7.84,5.83,29.9,1
RIO102,07/01/2008 ,19,372,0,444,260,30000,30000,220,47,625,0.7,16.7,,0.539,1.1,0.0499,0.8,46.8,21.9,8.1,6.8,28.9,1
RIO103,07/01/2008 ,25,368,0,444,205,x,x,220,47,629,x,x,,0.587,0.2,0.047,0.7,51.9,20.7,8.3,6.4,28.9,1
RIO106,07/01/2008 ,22,364,0,432,220,x,x,250,63,659,x,x,,0.483,0.7,0.0357,0.7,54.6,20,8.3,6.4,30.4,1
RIO107,07/01/2008 ,41,406,0,484,210,24000,24000,235,60,676,1.1,16.8,,0.487,1.1,0.0362,0.9,58.7,30,8.4,6.5,29.8,1
RIO109,07/01/2008 ,22.6667,452,0,536,215,5000,5000,270,59,762,1.1,17.4,,0.531,1.2,0.0048,1,103.2,25.6,8.4,7.1,30.8,1
RIO111,07/16/2008 ,x,x,x,785,x,240000,34000,x,20,152,4.5,x,,0.245,x,x,0.8,9.7,310,7.5,7.92,25.6,1
RIO115,07/16/2008 ,x,x,x,2740,x,280000,170000,x,20,241,8,x,,0.319,x,x,0.8,17.9,964,7.55,6.54,26,1
RIO103,07/16/2008 ,x,x,x,2190,x,x,x,x,22,326,x,x,,0.377,x,x,0.7,29.7,958,7.42,6.05,26,1
RIO107,07/16/2008 ,x,x,x,2500,x,500000,80000,x,38,458,7.5,x,,0.28,x,x,0.9,52.3,1004,7.9,6.1,26,1
RIO109,07/16/2008 ,x,x,x,3830,x,900000,110000,x,29,383,6.4,x,,0.374,x,x,1.1,52.3,556,7.8,5.3,26,1
RIO116,08/04/2008 ,8.3333,120,0,135,39,7000,7000,32,12,87,0.8,8.1,,0.03,0.2,0.0069,0.5,1.1,6.36,8.62,6.36,32.9,1
RIO111,08/04/2008 ,17.5,295,0,320,126,90000,30000,116,48,390,1.1,11.5,,0.467,0.599,0.0143,0.8,29.3,26.4,8.23,4.99,31.7,1
RIO112,08/04/2008 ,20,270,0,300,138,x,x,108,40,378,x,x,,0.109,x,0.012,0.9,30.6,26.1,7.79,5.06,27.9,1
RIO113,08/04/2008 ,27.5,280,0,360,129,x,x,100,38,380,x,x,,0.342,x,0.0122,0.7,29.6,28.7,8.07,5.22,30.9,1
RIO114,08/04/2008 ,37.5,245,0,300,148,x,x,110,30,368,x,x,,0.286,x,0.0135,0.5,26.3,30.6,8.08,5.28,27.6,1
RIO115,08/04/2008 ,32.5,230,0,275,135,90000,50000,140,35,369,1.4,10.5,,0.486,0.4,0.0148,0.6,27.4,28.5,8.06,5.31,30.4,1
RIO102,08/04/2008 ,40,205,0,275,145,30000,30000,125,33,380,0.5,8,,0.405,0.6,0.019,0.5,26.8,32.2,8.2,6.7,31.9,1
RIO103,08/04/2008 ,50,215,0,280,149,x,x,115,20,375,x,x,,0.382,0.5,0.0174,0.6,30.9,41.9,8.3,6.9,32.1,1
RIO106,08/04/2008 ,37.5,295,0,330,170,x,x,150,17,416,x,x,,0.793,0.7,0.0913,0.7,33.6,43.9,8.2,7,31.6,1
RIO107,08/04/2008 ,40,410,0,460,194,24000,24000,180,26,541,4.1,12.1,,0.358,1.2,0.3296,1.6,44.8,115,8.2,6,28.9,1
RIO109,08/04/2008 ,72.5,385,0,470,184,50000,50000,195,42,658,3.5,11.1,,0.825,1.5,0.0897,0.8,60,66.6,8,6.4,31,1
RIO111,08/21/2008 ,x,x,x,350,x,8000,8000,x,34,461,2,x,,0.571,x,x,0.8,31.1,44.8,8.3,5.4,29.6,1
RIO115,08/21/2008 ,x,x,x,454,x,13000,13000,x,47,578,1.5,x,,0.663,x,x,0.8,59.7,77.1,8.15,5.8,31.9,1
RIO103,08/21/2008 ,x,x,x,626,x,x,x,x,59,689,x,x,,0.665,x,x,0.8,100,134,8.1,5.4,27.3,1
RIO107,08/21/2008 ,x,x,x,714,x,90000,50000,x,52,620,3.9,x,,0.589,x,x,0.9,89.5,243,8.1,5.2,27.9,1
RIO109,08/21/2008 ,x,x,x,806,x,90000,50000,x,66,790,3.5,x,,0.622,x,x,0.9,145,263,8,6,29.4,1
RIO111,09/02/2008 ,104,254,0.6,360,112,50000,17000,96,18,282,1.5,13.7,,0.394,x,0.0075,0.8,20.5,119,7.5,6.9,29.4,1
RIO112,09/02/2008 ,142,250,0,488,122,x,x,124,35,381,x,x,,0.206,x,0.0042,0.7,44.3,143,7.1,7.26,30,1
RIO113,09/02/2008 ,120,236,0.7,500,128,x,x,118,33,373,x,x,,0.395,x,0.0084,0.6,47.8,129,7,7.1,30.1,1
RIO114,09/02/2008 ,132,232,0.6,480,118,x,x,114,32,368,x,x,,0.37,x,0.0078,0.6,46.7,176,7.6,7.19,29.7,1
RIO115,09/02/2008 ,126,232,0.4,614,142,30000,30000,120,31,362,1.1,18.3,,0.26,x,0.0009,0.7,46.4,191,7.9,7.4,28,1
RIO102,09/02/2008 ,230,226,0.2,534,123,160000,22000,123,20,361,1.2,17.6,,0.995,x,0.0013,0.7,46.4,191,7,5.1,28.8,1
RIO103,09/02/2008 ,224,248,0,600,128,x,x,118,21,355,x,x,,0.354,x,0.0046,0.7,46.8,222,7.1,6.1,29.3,1
RIO106,09/02/2008 ,338,258,0.3,566,118,x,x,111,24,328,x,x,,0.283,x,0.0005,0.7,39.1,184,7.2,6.5,28.5,1
RIO107,09/02/2008 ,384,252,0.8,538,112,160000,35000,129,34,383,3.7,29.2,,0.341,x,0.0613,1.8,49,306,7,5.1,28.8,1
RIO109,09/02/2008 ,406,302,0.6,918,115,160000,9000,138,42,438,3.7,24.9,,0.375,x,0.1107,1.9,68.9,299,7.1,4.5,30,1
RIO111,09/17/2008 ,x,x,x,870,x,500000,300000,x,26,185,5.1,x,,0.569,x,x,0.5,20.3,746,7.8,5,25.2,1
RIO115,09/17/2008 ,x,x,x,320,x,x,x,x,32,281,1.6,x,,0.361,x,x,0.7,23.4,100,7.1,5.59,27.1,1
RIO103,09/17/2008 ,x,x,x,430,x,x,x,x,35,347,x,x,,0.524,x,x,0.7,27.8,122,6.9,5.64,26.6,1
RIO103,09/17/2008 ,x,x,x,425,x,x,x,x,33,347,x,x,,0.522,x,x,0.7,26.8,123,6.9,5.64,26.6,1
RIO107,09/17/2008 ,x,x,x,500,x,90000,50000,x,45,485,2.6,x,,0.433,x,x,1.1,65.9,182,7.8,6.02,26.2,1
RIO109,09/17/2008 ,x,x,x,890,x,220000,140000,x,40,575,3.7,x,,0.426,x,x,1,108,636,7.9,5.17,26.1,1
RIO116,10/02/2008 ,17.5,115,0.1,150,26,17000,11000,17,8,58,0.7,19.1,,0.097,x,0,0.7,0.4,27.9,7.7,6.5,28,1
RIO111,10/02/2008 ,170,180,0.5,455,115,50000,11000,85,26,265,3,12.3,,0.653,x,0.0063,0.5,26.7,129,7.8,5.88,27.7,1
RIO112,10/02/2008 ,335,235,0,610,96,x,x,82,28,296,x,x,,0.202,x,0.0039,0.4,30.9,220,7.84,5.82,25.8,1
RIO113,10/02/2008 ,295,255,0.6,580,90,x,x,80,23,282,x,x,,0.138,x,0.0067,0.5,29.1,197,7.86,5.63,27.1,1
RIO114,10/02/2008 ,370,350,1,730,115,x,x,105,26,320,x,x,,0.128,x,0.0033,0.5,34.6,349,7.79,5.75,26.1,1
RIO115,10/02/2008 ,435,380,0.2,820,110,160000,28000,85,29,331,3.9,17.1,,0.38,x,0.0052,0.6,36.7,359,7.78,5.2,26.7,1
RIO102,10/02/2008 ,440,265,1,765,110,90000,90000,95,31,339,5.8,12.7,,0.257,x,0.0082,0.7,37.7,335,7.9,6.56,26.8,1
RIO103,10/02/2008 ,425,280,0.9,785,105,x,x,100,35,350,x,x,,0.443,x,0.0072,0.7,42.8,369,7.8,6.5,27.1,1
RIO106,10/02/2008 ,890,230,1.1,1125,105,x,x,95,39,372,x,x,,0.451,x,0.0033,1,45.8,590,7.7,6.19,26.5,1
RIO107,10/02/2008 ,1035,365,1.1,1450,115,80000,80000,120,43,451,2.7,14.7,,0.5,x,0.0652,1.2,69.9,528,7.8,6.29,27.5,1
RIO109,10/02/2008 ,1165,155,1.2,1330,120,140000,90000,115,41,432,5.3,14.2,,0.589,x,0.0151,1.1,71.6,667,7.8,6.35,27.1,1
RIO111,14/10/2008,380,x,x,380,x,160000,17000,x,16,346,0.1,x,,0.517,x,x,0.7,x,64,7.04,6.75,25.4,1
RIO115,14/10/2008,635,x,x,635,x,160000,50000,x,12,284,2.2,x,,0.451,x,x,1,8.4,328,7.49,6.91,26.4,1
RIO103,14/10/2008,585,x,x,585,x,x,x,x,10,272,x,x,,0.541,x,x,0.8,9.9,298,7.8,5.17,25.5,1
RIO109,14/10/2008,875,x,x,875,x,90000,17000,x,13,282,3.2,x,,0.507,x,x,1.3,14.9,494,7.9,4.9,25.8,1
RIO111,11/04/2008 ,110,175,0.2,310,111,160000,14000,112,14,290,1.5,14.3,,0.296,2.499 ,0.0033,0.6,16.9,84.4,7.88,6.75,26.8,1
RIO112,11/04/2008 ,100,195,0.3,315,110,x,x,135,21,344,x,x,,0.252,x,0.0074,0.6,33,87,7.76,6.9,26.5,1
RIO113,11/04/2008 ,127,195,0.4,325,114,x,x,124,17,325,x,x,,0.306,x,0.0041,0.6,24.9,103,8.2,6.64,26.5,1
RIO114,11/04/2008 ,111,215,0.4,375,112,x,x,122,15,321,x,x,,0.185,x,0.0046,0.6,23.4,123,7.6,6.81,26.6,1
RIO115,11/04/2008 ,178,165,0.4,485,119,160000,30000,130,18,332,1.5,14.8,,0.047,2.099 ,0.0066,0.5,24.3,142,7.56,6.85,26.18,1
RIO102,11/04/2008 ,172,170,0.5,390,114,160000,17000,129,17,330,1.3,12.4,,0.269,2.099 ,0.0025,0.5,29.5,151,7.1,6.41,26.8,1
RIO103,11/04/2008 ,201,215,0.5,465,120,x,x,141,20,345,x,x,,0.298,.6 ,0.0046,0.6,30.2,150,7.1,6.39,26.8,1
RIO106,11/04/2008 ,318,145,0.8,535,120,x,x,136,25,354,x,x,,0.08,1.599 ,0.0047,0.5,31,234,6.8,6.04,27.1,1
RIO109,11/04/2008 ,392,300,1,700,112,160000,28000,154,30,418,2.6,20.9,,0.171,1.099 ,0.0117,0.6,54.3,394,6.9,6.03,27.1,1
RIO111,11/19/2008 ,x,x,x,595,x,140000,140000,x,9,215,2.4,x,,0.339,x,x,0.9,13.2,561,7.1,5.27,25.6,1
RIO115,11/19/2008 ,x,x,x,615,x,500000,220000,x,11,284,2.1,x,,0.436,x,x,0.9,17.6,498,7.9,5.3,26,1
RIO103,11/19/2008 ,x,x,x,650,x,x,x,x,11,287,x,x,,0.235,x,x,1,18.2,510,8.2,5.08,26,1
RIO109,11/19/2008 ,x,x,x,930,x,500000,300000,x,20,404,4,x,,0.416,x,x,1.3,53.7,768,7.7,6.29,26,1
RIO116,12/04/2008 ,15,41,0,115,38,22000,1700,56,6,82,0.5,x,,0.182,x,0.0031,0.7,4.8,16.6,8.16,7.77,25.4,1
RIO111,12/04/2008 ,75,157,0.2,240,128,28000,3000,123,12,315,1.2,x,,0.705,x,0.0066,0.7,21.7,62.2,8.3,7,26,1
RIO112,12/04/2008 ,94,164,0.3,370,123,x,x,130,14,327,x,x,,0.452,x,0.0069,0.7,23,66.6,8.4,7,25.3,1
RIO113,12/04/2008 ,116,177,0.4,400,138,x,x,128,17,353,x,x,,0.525,x,0.0053,0.4,29.3,82.3,8.1,6.8,26,1
RIO114,12/04/2008 ,136,180,0.5,465,143,x,x,148,19,359,x,x,,0.218,x,0.0087,0.9,24.4,94.4,8.2,6.8,25.5,1
RIO115,12/04/2008 ,182,186,0.3,370,139,160000,6000,144,21,371,1.2,x,,0.63,x,0.0121,0.7,26.6,109,7.67,6.7,25.6,1
RIO102,12/04/2008 ,187,182,0.4,445,146,160000,3300,150,19,363,1.5,x,,0.551,x,0.009,0.7,26,96.6,7.3,6.6,26.1,1
RIO103,12/04/2008 ,195,198,0.1,510,150,x,x,144,22,395,x,x,,2.017,x,0.0102,0.8,30.2,107,7.2,6.8,26.3,1
RIO106,12/04/2008 ,311,215,0.8,730,155,x,x,157,29,430,x,x,,0.227,x,0.0043,0.9,34.9,189,7.3,6.5,26.5,1
RIO109,12/04/2008 ,329,279,0.6,685,170,50000,1700,212,35,558,1.3,x,,0.406,x,0.0079,1,63.6,241,7.6,6.3,26.8,1
RIO111,12/16/2008 ,x,x,x,272,x,30000,17000,x,18,347,0.7,x,,0.33,x,x,2.1,23,27.1,7.6,4.95,24.01,1
RIO115,12/16/2008 ,x,x,x,320,x,50000,1700,x,31,428,0.9,x,,0.421,x,x,2,30.4,41.6,7.7,4.77,24.17,1
RIO103,12/16/2008 ,x,x,x,320,x,x,x,x,28,470,x,x,,0.41,x,x,2.1,33.7,41.3,7.8,4.96,27.3,1
RIO109,12/16/2008 ,x,x,x,528,x,24000,3000,x,46,696,0.5,x,,0.256,x,x,2.4,93.5,50.1,7.9,5.02,26.9,1
